LABTYPE,RPTAGGR,YYYY,PERIOD,DRUG_REPORTS,QUERY_RUN_DATE,SUBSTANCE_ID,SUBSTANCE_DESCRIPTION,BASE_ID,BASE_DESCRIPTION,DRUG_CATEGORY_CODE,DRUG_CATEGORY_DESCRIPTION,STATE,STATE_LONG_NAME,STATE_FIPS
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA2 (JUL - DEC)","182","2026-08-18 18:32:21","4771","P-FLUOROFENTANYL, SALT UNDETERMINED","1517","para-Fluorofentanyl","33","Fentanyl and Fentanyl-related","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA1 (JAN - JUN)","574","2026-08-18 18:32:21","328","ALPRAZOLAM","328","Alprazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2025","SA2 (JUL - DEC)","64","2026-08-18 18:32:21","4982","PHENAZOLAM","4982","Phenazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2015","SA2 (JUL - DEC)","141","2026-08-18 18:32:21","266","CLONAZEPAM","266","Clonazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2015","SA1 (JAN - JUN)","139","2026-08-18 18:32:21","288","DIAZEPAM","288","Diazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA2 (JUL - DEC)","4","2026-08-18 18:32:21","1644","BENZODIAZEPINE","1644","Benzodiazepine","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2025","SA1 (JAN - JUN)","4","2026-08-18 18:32:21","3192","ETIZOLAM","3192","Etizolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2012","SA1 (JAN - JUN)","107","2026-08-18 18:32:21","331","LORAZEPAM","331","Lorazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2018","SA1 (JAN - JUN)","44","2026-08-18 18:32:21","331","LORAZEPAM","331","Lorazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2017","SA2 (JUL - DEC)","9","2026-08-18 18:32:21","3192","ETIZOLAM","3192","Etizolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2012","SA2 (JUL - DEC)","49","2026-08-18 18:32:21","331","LORAZEPAM","331","Lorazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2015","SA1 (JAN - JUN)","33","2026-08-18 18:32:21","2956","MITRAGYNINE","2956","Mitragynine","11","Narcotic Analgesics","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2025","SA1 (JAN - JUN)","64","2026-08-18 18:32:21","4065","BROMAZOLAM","4065","Bromazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA1 (JAN - JUN)","4","2026-08-18 18:32:21","4840","FLUOROFENTANYL, ISOMER UNDETERMINED","3965","Fluorofentanyl","33","Fentanyl and Fentanyl-related","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA2 (JUL - DEC)","75","2026-08-18 18:32:21","1517","P-FLUOROFENTANYL","1517","para-Fluorofentanyl","33","Fentanyl and Fentanyl-related","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2019","SA2 (JUL - DEC)","2","2026-08-18 18:32:21","3625","DICLAZEPAM (CHLORODIAZEPAM)","3625","Diclazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA2 (JUL - DEC)","136","2026-08-18 18:32:21","4771","P-FLUOROFENTANYL, SALT UNDETERMINED","1517","para-Fluorofentanyl","33","Fentanyl and Fentanyl-related","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2019","SA2 (JUL - DEC)","44","2026-08-18 18:32:21","288","DIAZEPAM","288","Diazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2012","SA1 (JAN - JUN)","6","2026-08-18 18:32:21","289","FLURAZEPAM","289","Flurazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2019","SA1 (JAN - JUN)","37","2026-08-18 18:32:21","3192","ETIZOLAM","3192","Etizolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2017","SA2 (JUL - DEC)","57","2026-08-18 18:32:21","288","DIAZEPAM","288","Diazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA2 (JUL - DEC)","2","2026-08-18 18:32:21","4592","ADINAZOLAM","4592","Adinazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2018","SA1 (JAN - JUN)","6","2026-08-18 18:32:21","269","CHLORDIAZEPOXIDE","269","Chlordiazepoxide","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2024","SA2 (JUL - DEC)","2","2026-08-18 18:32:21","3763","FLUBROMAZOLAM","3763","Flubromazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA1 (JAN - JUN)","2","2026-08-18 18:32:21","269","CHLORDIAZEPOXIDE","269","Chlordiazepoxide","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA2 (JUL - DEC)","26","2026-08-18 18:32:21","331","LORAZEPAM","331","Lorazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA1 (JAN - JUN)","2","2026-08-18 18:32:21","269","CHLORDIAZEPOXIDE","269","Chlordiazepoxide","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA2 (JUL - DEC)","4","2026-08-18 18:32:21","3619","FLUBROMAZEPAM","3619","Flubromazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2024","SA1 (JAN - JUN)","15","2026-08-18 18:32:21","3192","ETIZOLAM","3192","Etizolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA2 (JUL - DEC)","5","2026-08-18 18:32:21","4376","DESALKYLFLURAZEPAM","4376","Desalkylflurazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2025","SA1 (JAN - JUN)","19","2026-08-18 18:32:21","4982","PHENAZOLAM","4982","Phenazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA2 (JUL - DEC)","8","2026-08-18 18:32:21","331","LORAZEPAM","331","Lorazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2023","SA1 (JAN - JUN)","3","2026-08-18 18:32:21","4541","DESCHLOROETIZOLAM","4541","Deschloroetizolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2025","SA1 (JAN - JUN)","1","2026-08-18 18:32:21","269","CHLORDIAZEPOXIDE","269","Chlordiazepoxide","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2018","SA1 (JAN - JUN)","2","2026-08-18 18:32:21","302","PHENAZEPAM","302","Phenazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA1 (JAN - JUN)","2","2026-08-18 18:32:21","269","CHLORDIAZEPOXIDE","269","Chlordiazepoxide","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA2 (JUL - DEC)","1","2026-08-18 18:32:21","302","PHENAZEPAM","302","Phenazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2024","SA2 (JUL - DEC)","1","2026-08-18 18:32:21","4982","PHENAZOLAM","4982","Phenazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2025","SA1 (JAN - JUN)","1","2026-08-18 18:32:21","3763","FLUBROMAZOLAM","3763","Flubromazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA2 (JUL - DEC)","2","2026-08-18 18:32:21","333","TRIAZOLAM","333","Triazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2025","SA2 (JUL - DEC)","1","2026-08-18 18:32:21","271","CHLORDIAZEPOXIDE, SALT UNDETERMINED","269","Chlordiazepoxide","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2025","SA2 (JUL - DEC)","1","2026-08-18 18:32:21","3619","FLUBROMAZEPAM","3619","Flubromazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2013","SA2 (JUL - DEC)","1","2026-08-18 18:32:21","291","CLORAZEPATE","291","Clorazepate","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2023","SA1 (JAN - JUN)","2","2026-08-18 18:32:21","314","NITRAZEPAM","314","Nitrazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA2 (JUL - DEC)","1","2026-08-18 18:32:21","269","CHLORDIAZEPOXIDE","269","Chlordiazepoxide","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2014","SA1 (JAN - JUN)","2","2026-08-18 18:32:21","269","CHLORDIAZEPOXIDE","269","Chlordiazepoxide","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA1 (JAN - JUN)","2","2026-08-18 18:32:21","3619","FLUBROMAZEPAM","3619","Flubromazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2025","SA1 (JAN - JUN)","1","2026-08-18 18:32:21","315","OXAZEPAM","315","Oxazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2025","SA1 (JAN - JUN)","1","2026-08-18 18:32:21","296","KETAZOLAM","296","Ketazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2015","SA2 (JUL - DEC)","1","2026-08-18 18:32:21","269","CHLORDIAZEPOXIDE","269","Chlordiazepoxide","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2018","SA1 (JAN - JUN)","1","2026-08-18 18:32:21","3803","XYLAZINE HYDROCHLORIDE","1547","Xylazine","2","Depressants and Tranquilizers","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2019","SA2 (JUL - DEC)","1","2026-08-18 18:32:21","1497","CARFENTANIL","1497","Carfentanil","33","Fentanyl and Fentanyl-related","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA2 (JUL - DEC)","1","2026-08-18 18:32:21","318","NORDIAZEPAM","318","Nordiazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2015","SA1 (JAN - JUN)","1","2026-08-18 18:32:21","289","FLURAZEPAM","289","Flurazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA2 (JUL - DEC)","1","2026-08-18 18:32:21","1644","BENZODIAZEPINE","1644","Benzodiazepine","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2019","SA2 (JUL - DEC)","1","2026-08-18 18:32:21","330","MIDAZOLAM","330","Midazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2017","SA1 (JAN - JUN)","1","2026-08-18 18:32:21","289","FLURAZEPAM","289","Flurazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2018","SA2 (JUL - DEC)","1","2026-08-18 18:32:21","4555","4-CHLORODIAZEPAM","4555","4'-Chlorodiazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2025","SA1 (JAN - JUN)","1","2026-08-18 18:32:21","272","BROMAZEPAM","272","Bromazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2018","SA1 (JAN - JUN)","1","2026-08-18 18:32:21","330","MIDAZOLAM","330","Midazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2013","SA1 (JAN - JUN)","1","2026-08-18 18:32:21","272","BROMAZEPAM","272","Bromazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2025","SA2 (JUL - DEC)","506","2026-08-18 18:32:21","328","ALPRAZOLAM","328","Alprazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2025","SA1 (JAN - JUN)","142","2026-08-18 18:32:21","1547","XYLAZINE","1547","Xylazine","2","Depressants and Tranquilizers","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA2 (JUL - DEC)","9","2026-08-18 18:32:21","4770","P-FLUOROFENTANYL HYDROCHLORIDE","1517","para-Fluorofentanyl","33","Fentanyl and Fentanyl-related","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA2 (JUL - DEC)","521","2026-08-18 18:32:21","328","ALPRAZOLAM","328","Alprazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2025","SA1 (JAN - JUN)","567","2026-08-18 18:32:21","328","ALPRAZOLAM","328","Alprazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2014","SA2 (JUL - DEC)","740","2026-08-18 18:32:21","328","ALPRAZOLAM","328","Alprazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2023","SA1 (JAN - JUN)","103","2026-08-18 18:32:21","4771","P-FLUOROFENTANYL, SALT UNDETERMINED","1517","para-Fluorofentanyl","33","Fentanyl and Fentanyl-related","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2015","SA1 (JAN - JUN)","141","2026-08-18 18:32:21","266","CLONAZEPAM","266","Clonazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2012","SA2 (JUL - DEC)","500","2026-08-18 18:32:21","328","ALPRAZOLAM","328","Alprazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2012","SA1 (JAN - JUN)","214","2026-08-18 18:32:21","266","CLONAZEPAM","266","Clonazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA1 (JAN - JUN)","46","2026-08-18 18:32:21","266","CLONAZEPAM","266","Clonazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2017","SA1 (JAN - JUN)","14","2026-08-18 18:32:21","3192","ETIZOLAM","3192","Etizolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2018","SA2 (JUL - DEC)","101","2026-08-18 18:32:21","266","CLONAZEPAM","266","Clonazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2023","SA1 (JAN - JUN)","19","2026-08-18 18:32:21","4322","FLUALPRAZOLAM","4322","Flualprazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA2 (JUL - DEC)","59","2026-08-18 18:32:21","1547","XYLAZINE","1547","Xylazine","2","Depressants and Tranquilizers","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA2 (JUL - DEC)","72","2026-08-18 18:32:21","3764","CLONAZOLAM (CLONITRAZOLAM)","3764","Clonazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2024","SA2 (JUL - DEC)","175","2026-08-18 18:32:21","1547","XYLAZINE","1547","Xylazine","2","Depressants and Tranquilizers","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA1 (JAN - JUN)","208","2026-08-18 18:32:21","4771","P-FLUOROFENTANYL, SALT UNDETERMINED","1517","para-Fluorofentanyl","33","Fentanyl and Fentanyl-related","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2018","SA2 (JUL - DEC)","5","2026-08-18 18:32:21","3714","CARFENTANIL, SALT UNDETERMINED","1497","Carfentanil","33","Fentanyl and Fentanyl-related","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2014","SA1 (JAN - JUN)","82","2026-08-18 18:32:21","331","LORAZEPAM","331","Lorazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2024","SA2 (JUL - DEC)","12","2026-08-18 18:32:21","331","LORAZEPAM","331","Lorazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2014","SA2 (JUL - DEC)","62","2026-08-18 18:32:21","1644","BENZODIAZEPINE","1644","Benzodiazepine","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA2 (JUL - DEC)","4","2026-08-18 18:32:21","2956","MITRAGYNINE","2956","Mitragynine","11","Narcotic Analgesics","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA2 (JUL - DEC)","11","2026-08-18 18:32:21","4065","BROMAZOLAM","4065","Bromazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2019","SA1 (JAN - JUN)","1","2026-08-18 18:32:21","3714","CARFENTANIL, SALT UNDETERMINED","1497","Carfentanil","33","Fentanyl and Fentanyl-related","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2017","SA1 (JAN - JUN)","4","2026-08-18 18:32:21","3763","FLUBROMAZOLAM","3763","Flubromazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA1 (JAN - JUN)","30","2026-08-18 18:32:21","331","LORAZEPAM","331","Lorazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2023","SA2 (JUL - DEC)","13","2026-08-18 18:32:21","3192","ETIZOLAM","3192","Etizolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2024","SA1 (JAN - JUN)","22","2026-08-18 18:32:21","3764","CLONAZOLAM (CLONITRAZOLAM)","3764","Clonazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2019","SA2 (JUL - DEC)","6","2026-08-18 18:32:21","1644","BENZODIAZEPINE","1644","Benzodiazepine","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2018","SA1 (JAN - JUN)","13","2026-08-18 18:32:21","3763","FLUBROMAZOLAM","3763","Flubromazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA2 (JUL - DEC)","40","2026-08-18 18:32:21","288","DIAZEPAM","288","Diazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA1 (JAN - JUN)","1","2026-08-18 18:32:21","314","NITRAZEPAM","314","Nitrazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2018","SA2 (JUL - DEC)","1","2026-08-18 18:32:21","4065","BROMAZOLAM","4065","Bromazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA1 (JAN - JUN)","8","2026-08-18 18:32:21","356","TEMAZEPAM","356","Temazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2018","SA2 (JUL - DEC)","1","2026-08-18 18:32:21","270","CHLORDIAZEPOXIDE HYDROCHLORIDE","269","Chlordiazepoxide","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA2 (JUL - DEC)","5","2026-08-18 18:32:21","3192","ETIZOLAM","3192","Etizolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2025","SA2 (JUL - DEC)","4","2026-08-18 18:32:21","296","KETAZOLAM","296","Ketazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2019","SA2 (JUL - DEC)","4","2026-08-18 18:32:21","2956","MITRAGYNINE","2956","Mitragynine","11","Narcotic Analgesics","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2013","SA1 (JAN - JUN)","5","2026-08-18 18:32:21","356","TEMAZEPAM","356","Temazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2014","SA1 (JAN - JUN)","4","2026-08-18 18:32:21","356","TEMAZEPAM","356","Temazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2017","SA1 (JAN - JUN)","5","2026-08-18 18:32:21","1644","BENZODIAZEPINE","1644","Benzodiazepine","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2024","SA1 (JAN - JUN)","1","2026-08-18 18:32:21","4540","NITRAZOLAM","4540","Nitrazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2017","SA1 (JAN - JUN)","4","2026-08-18 18:32:21","3714","CARFENTANIL, SALT UNDETERMINED","1497","Carfentanil","33","Fentanyl and Fentanyl-related","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA1 (JAN - JUN)","1","2026-08-18 18:32:21","2956","MITRAGYNINE","2956","Mitragynine","11","Narcotic Analgesics","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2019","SA2 (JUL - DEC)","4","2026-08-18 18:32:21","356","TEMAZEPAM","356","Temazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2014","SA2 (JUL - DEC)","1","2026-08-18 18:32:21","279","ESTAZOLAM","279","Estazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2023","SA1 (JAN - JUN)","1","2026-08-18 18:32:21","292","CLORAZEPATE DIPOTASSIUM","291","Clorazepate","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA1 (JAN - JUN)","1","2026-08-18 18:32:21","272","BROMAZEPAM","272","Bromazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2018","SA1 (JAN - JUN)","4","2026-08-18 18:32:21","1644","BENZODIAZEPINE","1644","Benzodiazepine","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA2 (JUL - DEC)","1","2026-08-18 18:32:21","4572","PYRAZOLAM","4572","Pyrazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA1 (JAN - JUN)","1","2026-08-18 18:32:21","330","MIDAZOLAM","330","Midazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA2 (JUL - DEC)","1","2026-08-18 18:32:21","356","TEMAZEPAM","356","Temazepam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA2 (JUL - DEC)","1","2026-08-18 18:32:21","4982","PHENAZOLAM","4982","Phenazolam","10","Benzodiazepines","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2017","SA1 (JAN - JUN)","1","2026-08-18 18:32:21","3764","CLONAZOLAM (CLONITRAZOLAM)","3764","Clonazolam","10","Benzodiazepines","CA","California","06"
